train_loss,server lr,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
2.309872531890869,[0.1],False,1,9f643_00003,2024-03-02_21-42-20,1709386940,1.0762758255004883,1.0762758255004883,332,LAPTOP-E0GFNU3R,127.0.0.1,1.0762758255004883,1
2.2954866886138916,[0.1],False,2,9f643_00003,2024-03-02_21-42-20,1709386940,0.28025031089782715,1.3565261363983154,332,LAPTOP-E0GFNU3R,127.0.0.1,1.3565261363983154,2
2.292167615890503,[0.1],False,3,9f643_00003,2024-03-02_21-42-21,1709386941,0.26130127906799316,1.6178274154663086,332,LAPTOP-E0GFNU3R,127.0.0.1,1.6178274154663086,3
2.285220813751221,[0.1],False,4,9f643_00003,2024-03-02_21-42-21,1709386941,0.2744719982147217,1.8922994136810303,332,LAPTOP-E0GFNU3R,127.0.0.1,1.8922994136810303,4
2.2754005670547484,[0.1],False,5,9f643_00003,2024-03-02_21-42-21,1709386941,0.25731325149536133,2.1496126651763916,332,LAPTOP-E0GFNU3R,127.0.0.1,2.1496126651763916,5
2.2708235502243044,[0.1],False,6,9f643_00003,2024-03-02_21-42-21,1709386941,0.26628780364990234,2.415900468826294,332,LAPTOP-E0GFNU3R,127.0.0.1,2.415900468826294,6
2.2617886543273924,[0.1],False,7,9f643_00003,2024-03-02_21-42-22,1709386942,0.3201427459716797,2.7360432147979736,332,LAPTOP-E0GFNU3R,127.0.0.1,2.7360432147979736,7
2.2509896516799928,[0.1],False,8,9f643_00003,2024-03-02_21-42-22,1709386942,0.27527952194213867,3.0113227367401123,332,LAPTOP-E0GFNU3R,127.0.0.1,3.0113227367401123,8
2.2348671913146974,[0.1],False,9,9f643_00003,2024-03-02_21-42-22,1709386942,0.28324294090270996,3.2945656776428223,332,LAPTOP-E0GFNU3R,127.0.0.1,3.2945656776428223,9
2.2253718614578246,[0.1],False,10,9f643_00003,2024-03-02_21-42-23,1709386943,0.290224552154541,3.5847902297973633,332,LAPTOP-E0GFNU3R,127.0.0.1,3.5847902297973633,10
2.217116951942444,[0.1],False,11,9f643_00003,2024-03-02_21-42-23,1709386943,0.2902207374572754,3.8750109672546387,332,LAPTOP-E0GFNU3R,127.0.0.1,3.8750109672546387,11
2.205011224746704,[0.1],False,12,9f643_00003,2024-03-02_21-42-23,1709386943,0.27620887756347656,4.151219844818115,332,LAPTOP-E0GFNU3R,127.0.0.1,4.151219844818115,12
2.182317852973938,[0.1],False,13,9f643_00003,2024-03-02_21-42-23,1709386943,0.27892613410949707,4.430145978927612,332,LAPTOP-E0GFNU3R,127.0.0.1,4.430145978927612,13
2.1558846712112425,[0.1],False,14,9f643_00003,2024-03-02_21-42-24,1709386944,0.2811901569366455,4.711336135864258,332,LAPTOP-E0GFNU3R,127.0.0.1,4.711336135864258,14
2.150251317024231,[0.1],False,15,9f643_00003,2024-03-02_21-42-24,1709386944,0.28797292709350586,4.999309062957764,332,LAPTOP-E0GFNU3R,127.0.0.1,4.999309062957764,15
2.1120493173599244,[0.1],False,16,9f643_00003,2024-03-02_21-42-24,1709386944,0.2952108383178711,5.294519901275635,332,LAPTOP-E0GFNU3R,127.0.0.1,5.294519901275635,16
2.1106022596359253,[0.1],False,17,9f643_00003,2024-03-02_21-42-25,1709386945,0.2892284393310547,5.5837483406066895,332,LAPTOP-E0GFNU3R,127.0.0.1,5.5837483406066895,17
2.068222737312317,[0.1],False,18,9f643_00003,2024-03-02_21-42-25,1709386945,0.30559396743774414,5.889342308044434,332,LAPTOP-E0GFNU3R,127.0.0.1,5.889342308044434,18
2.0451186418533327,[0.1],False,19,9f643_00003,2024-03-02_21-42-25,1709386945,0.3080253601074219,6.1973676681518555,332,LAPTOP-E0GFNU3R,127.0.0.1,6.1973676681518555,19
1.9931028842926026,[0.1],False,20,9f643_00003,2024-03-02_21-42-26,1709386946,0.32137131690979004,6.5187389850616455,332,LAPTOP-E0GFNU3R,127.0.0.1,6.5187389850616455,20
1.9858405947685243,[0.1],False,21,9f643_00003,2024-03-02_21-42-26,1709386946,0.3077414035797119,6.826480388641357,332,LAPTOP-E0GFNU3R,127.0.0.1,6.826480388641357,21
