train_loss,server lr,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
2.309872531890869,[0.1],False,1,9f643_00028,2024-03-02_21-45-18,1709387118,1.6575701236724854,1.6575701236724854,24092,LAPTOP-E0GFNU3R,127.0.0.1,1.6575701236724854,1
2.2951653242111205,[0.1],False,2,9f643_00028,2024-03-02_21-45-18,1709387118,0.3171520233154297,1.974722146987915,24092,LAPTOP-E0GFNU3R,127.0.0.1,1.974722146987915,2
2.2913032293319704,[0.1],False,3,9f643_00028,2024-03-02_21-45-18,1709387118,0.33710432052612305,2.311826467514038,24092,LAPTOP-E0GFNU3R,127.0.0.1,2.311826467514038,3
2.28479061126709,[0.1],False,4,9f643_00028,2024-03-02_21-45-19,1709387119,0.46775221824645996,2.779578685760498,24092,LAPTOP-E0GFNU3R,127.0.0.1,2.779578685760498,4
2.273961305618286,[0.1],False,5,9f643_00028,2024-03-02_21-45-19,1709387119,0.3809812068939209,3.160559892654419,24092,LAPTOP-E0GFNU3R,127.0.0.1,3.160559892654419,5
2.269984722137451,[0.1],False,6,9f643_00028,2024-03-02_21-45-20,1709387120,0.3559868335723877,3.5165467262268066,24092,LAPTOP-E0GFNU3R,127.0.0.1,3.5165467262268066,6
2.2570719480514527,[0.1],False,7,9f643_00028,2024-03-02_21-45-20,1709387120,0.4587726593017578,3.9753193855285645,24092,LAPTOP-E0GFNU3R,127.0.0.1,3.9753193855285645,7
2.2446707248687745,[0.1],False,8,9f643_00028,2024-03-02_21-45-21,1709387121,0.3640282154083252,4.33934760093689,24092,LAPTOP-E0GFNU3R,127.0.0.1,4.33934760093689,8
2.2286411046981813,[0.1],False,9,9f643_00028,2024-03-02_21-45-21,1709387121,0.33809614181518555,4.677443742752075,24092,LAPTOP-E0GFNU3R,127.0.0.1,4.677443742752075,9
2.2138278007507326,[0.1],False,10,9f643_00028,2024-03-02_21-45-21,1709387121,0.45677900314331055,5.134222745895386,24092,LAPTOP-E0GFNU3R,127.0.0.1,5.134222745895386,10
2.2042423725128173,[0.1],False,11,9f643_00028,2024-03-02_21-45-22,1709387122,0.3670189380645752,5.501241683959961,24092,LAPTOP-E0GFNU3R,127.0.0.1,5.501241683959961,11
2.1867504119873047,[0.1],False,12,9f643_00028,2024-03-02_21-45-22,1709387122,0.3650240898132324,5.866265773773193,24092,LAPTOP-E0GFNU3R,127.0.0.1,5.866265773773193,12
2.159568214416504,[0.1],False,13,9f643_00028,2024-03-02_21-45-23,1709387123,0.4697444438934326,6.336010217666626,24092,LAPTOP-E0GFNU3R,127.0.0.1,6.336010217666626,13
2.121054267883301,[0.1],False,14,9f643_00028,2024-03-02_21-45-23,1709387123,0.3839733600616455,6.7199835777282715,24092,LAPTOP-E0GFNU3R,127.0.0.1,6.7199835777282715,14
