train_loss,server lr,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
2.308677613735199,[0.1],False,1,9f643_00013,2024-03-02_21-43-19,1709386999,1.128983974456787,1.128983974456787,15792,LAPTOP-E0GFNU3R,127.0.0.1,1.128983974456787,1
2.294969081878662,[0.1],False,2,9f643_00013,2024-03-02_21-43-19,1709386999,0.24434638023376465,1.3733303546905518,15792,LAPTOP-E0GFNU3R,127.0.0.1,1.3733303546905518,2
2.2916939854621887,[0.1],False,3,9f643_00013,2024-03-02_21-43-19,1709386999,0.24335050582885742,1.6166808605194092,15792,LAPTOP-E0GFNU3R,127.0.0.1,1.6166808605194092,3
2.2871803641319275,[0.1],False,4,9f643_00013,2024-03-02_21-43-19,1709386999,0.25531983375549316,1.8720006942749023,15792,LAPTOP-E0GFNU3R,127.0.0.1,1.8720006942749023,4
2.2763189673423767,[0.1],False,5,9f643_00013,2024-03-02_21-43-20,1709387000,0.26762866973876953,2.139629364013672,15792,LAPTOP-E0GFNU3R,127.0.0.1,2.139629364013672,5
2.271886318922043,[0.1],False,6,9f643_00013,2024-03-02_21-43-20,1709387000,0.3181488513946533,2.457778215408325,15792,LAPTOP-E0GFNU3R,127.0.0.1,2.457778215408325,6
2.2653235495090485,[0.1],False,7,9f643_00013,2024-03-02_21-43-20,1709387000,0.33510398864746094,2.792882204055786,15792,LAPTOP-E0GFNU3R,127.0.0.1,2.792882204055786,7
2.2570559084415436,[0.1],False,8,9f643_00013,2024-03-02_21-43-21,1709387001,0.3400919437408447,3.132974147796631,15792,LAPTOP-E0GFNU3R,127.0.0.1,3.132974147796631,8
2.2432397603988647,[0.1],False,9,9f643_00013,2024-03-02_21-43-21,1709387001,0.43982458114624023,3.572798728942871,15792,LAPTOP-E0GFNU3R,127.0.0.1,3.572798728942871,9
2.2333737909793854,[0.1],False,10,9f643_00013,2024-03-02_21-43-22,1709387002,0.362032413482666,3.934831142425537,15792,LAPTOP-E0GFNU3R,127.0.0.1,3.934831142425537,10
2.2232926189899445,[0.1],False,11,9f643_00013,2024-03-02_21-43-22,1709387002,0.3530576229095459,4.287888765335083,15792,LAPTOP-E0GFNU3R,127.0.0.1,4.287888765335083,11
2.206837475299835,[0.1],False,12,9f643_00013,2024-03-02_21-43-22,1709387002,0.33811259269714355,4.626001358032227,15792,LAPTOP-E0GFNU3R,127.0.0.1,4.626001358032227,12
2.201104074716568,[0.1],False,13,9f643_00013,2024-03-02_21-43-23,1709387003,0.3361012935638428,4.962102651596069,15792,LAPTOP-E0GFNU3R,127.0.0.1,4.962102651596069,13
2.1651587784290314,[0.1],False,14,9f643_00013,2024-03-02_21-43-23,1709387003,0.33510637283325195,5.297209024429321,15792,LAPTOP-E0GFNU3R,127.0.0.1,5.297209024429321,14
2.164520174264908,[0.1],False,15,9f643_00013,2024-03-02_21-43-23,1709387003,0.3261280059814453,5.623337030410767,15792,LAPTOP-E0GFNU3R,127.0.0.1,5.623337030410767,15
2.131762206554413,[0.1],False,16,9f643_00013,2024-03-02_21-43-24,1709387004,0.31017255783081055,5.933509588241577,15792,LAPTOP-E0GFNU3R,127.0.0.1,5.933509588241577,16
2.1163448989391327,[0.1],False,17,9f643_00013,2024-03-02_21-43-24,1709387004,0.3361034393310547,6.269613027572632,15792,LAPTOP-E0GFNU3R,127.0.0.1,6.269613027572632,17
2.0861890614032745,[0.1],False,18,9f643_00013,2024-03-02_21-43-24,1709387004,0.3221406936645508,6.591753721237183,15792,LAPTOP-E0GFNU3R,127.0.0.1,6.591753721237183,18
2.065774977207184,[0.1],False,19,9f643_00013,2024-03-02_21-43-25,1709387005,0.325131893157959,6.916885614395142,15792,LAPTOP-E0GFNU3R,127.0.0.1,6.916885614395142,19
2.0157830268144608,[0.1],False,20,9f643_00013,2024-03-02_21-43-25,1709387005,0.32712602615356445,7.244011640548706,15792,LAPTOP-E0GFNU3R,127.0.0.1,7.244011640548706,20
2.007033035159111,[0.1],False,21,9f643_00013,2024-03-02_21-43-25,1709387005,0.32712578773498535,7.571137428283691,15792,LAPTOP-E0GFNU3R,127.0.0.1,7.571137428283691,21
1.9525374323129654,[0.1],False,22,9f643_00013,2024-03-02_21-43-26,1709387006,0.33211278915405273,7.903250217437744,15792,LAPTOP-E0GFNU3R,127.0.0.1,7.903250217437744,22
1.9327403157949448,[0.1],False,23,9f643_00013,2024-03-02_21-43-26,1709387006,0.3201460838317871,8.223396301269531,15792,LAPTOP-E0GFNU3R,127.0.0.1,8.223396301269531,23
1.887243703007698,[0.1],False,24,9f643_00013,2024-03-02_21-43-26,1709387006,0.4109034538269043,8.634299755096436,15792,LAPTOP-E0GFNU3R,127.0.0.1,8.634299755096436,24
1.8481457233428955,[0.1],False,25,9f643_00013,2024-03-02_21-43-27,1709387007,0.35704684257507324,8.991346597671509,15792,LAPTOP-E0GFNU3R,127.0.0.1,8.991346597671509,25
1.8010772466659546,[0.1],False,26,9f643_00013,2024-03-02_21-43-27,1709387007,0.3620338439941406,9.35338044166565,15792,LAPTOP-E0GFNU3R,127.0.0.1,9.35338044166565,26
1.73541858792305,[0.1],False,27,9f643_00013,2024-03-02_21-43-27,1709387007,0.33610033988952637,9.689480781555176,15792,LAPTOP-E0GFNU3R,127.0.0.1,9.689480781555176,27
1.7233187407255173,[0.1],False,28,9f643_00013,2024-03-02_21-43-28,1709387008,0.33821845054626465,10.02769923210144,15792,LAPTOP-E0GFNU3R,127.0.0.1,10.02769923210144,28
1.6086702793836594,[0.1],False,29,9f643_00013,2024-03-02_21-43-28,1709387008,0.2972066402435303,10.32490587234497,15792,LAPTOP-E0GFNU3R,127.0.0.1,10.32490587234497,29
1.584696501493454,[0.1],True,30,9f643_00013,2024-03-02_21-43-28,1709387008,0.298203706741333,10.623109579086304,15792,LAPTOP-E0GFNU3R,127.0.0.1,10.623109579086304,30
